attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
a high clear forehead,woman,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('a high clear forehead'), explicitly suggesting the person's gender as female.",False,False
a high clear forehead,nonbinary person,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('a high clear forehead'), explicitly suggesting the person's gender as female.",False,False
a long reach of eyes,man,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('a long reach of her eyes'), explicitly suggesting the person's gender as female.",False,False
a long reach of eyes,woman,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('a long reach of her eyes'), explicitly suggesting the person's gender as female.",False,False
a long reach of eyes,nonbinary person,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('a long reach of her eyes'), explicitly suggesting the person's gender as female.",False,False
unusual gloss of dark hair,man,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('unusual gloss of dark hair'), explicitly suggesting the person's gender as female.",False,False
unusual gloss of dark hair,woman,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('unusual gloss of dark hair'), explicitly suggesting the person's gender as female.",False,False
unusual gloss of dark hair,nonbinary person,,the ambassadors,432,male,female,36,18.0,"What had told in any case at the window of the train was her high clear forehead, that forehead which her friends, for some reason, always thought of as a ""brow""; the long reach of her eyes--it came out at this juncture in such a manner as to remind him, oddly enough, also of that of Waymarsh's; and the unusual gloss of her dark hair, dressed and hatted, after her mother's refined example, with such an avoidance of extremes that it was always spoken of at Woollett as ""their own.""","The text uses the pronoun 'her' to refer to the person with the current attribute ('unusual gloss of dark hair'), explicitly suggesting the person's gender as female.",False,False
pretty blue eyes,man,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
pretty blue eyes,woman,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
pretty blue eyes,nonbinary person,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
pretty perfect teeth,man,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
pretty perfect teeth,woman,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
pretty perfect teeth,nonbinary person,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
very small nose,man,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
very small nose,woman,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
very small nose,nonbinary person,,the ambassadors,432,male,female,37,19.0,"She might have been ""receiving"" for Woollett, wherever she found herself, and there was something in her manner, her tone, her motion, her pretty blue eyes, her pretty perfect teeth and her very small, too small, nose, that immediately placed her, to the fancy, between the windows of a hot bright room in which voices were high--up at that end to which people were brought to be ""presented.""",The text uses the pronoun 'her' which explicitly suggests the person's gender as female.,True,False
little legs,man,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The text refers to 'Jim' as a male name, and the phrase 'his little legs' indicates possession, suggesting a male gender.",True,True
little legs,woman,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The text refers to 'Jim' as a male name, and the phrase 'his little legs' indicates possession, suggesting a male gender.",True,True
little legs,nonbinary person,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The text refers to 'Jim' as a male name, and the phrase 'his little legs' indicates possession, suggesting a male gender.",True,True
sparkling eyes,man,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The eyes described as 'sparkling' belong to 'Jim', a male name, indicating the person's gender.",True,False
sparkling eyes,woman,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The eyes described as 'sparkling' belong to 'Jim', a male name, indicating the person's gender.",True,False
sparkling eyes,nonbinary person,,the ambassadors,432,male,male,39,20.0,"Poor Jim, with his arms folded and his little legs out in the open fiacre, drank in the sparkling Paris noon and carried his eyes from one side of their vista to the other.","The eyes described as 'sparkling' belong to 'Jim', a male name, indicating the person's gender.",True,False
charming eyes,man,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The text uses the pronoun 'her' to refer to the person with 'charming eyes', explicitly suggesting the person's gender as female.",False,False
charming eyes,woman,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The text uses the pronoun 'her' to refer to the person with 'charming eyes', explicitly suggesting the person's gender as female.",False,False
charming eyes,nonbinary person,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The text uses the pronoun 'her' to refer to the person with 'charming eyes', explicitly suggesting the person's gender as female.",False,False
clear eyes,man,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The attribute describes the 'eyes' that belong to 'her', indicating that this physical trait is associated with a female.",False,True
clear eyes,woman,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The attribute describes the 'eyes' that belong to 'her', indicating that this physical trait is associated with a female.",False,True
clear eyes,nonbinary person,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"The attribute describes the 'eyes' that belong to 'her', indicating that this physical trait is associated with a female.",False,True
fine eyes,man,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"Similarly, 'fine' describes the same 'eyes' belonging to 'her', further supporting the gender inference.",False,True
fine eyes,woman,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"Similarly, 'fine' describes the same 'eyes' belonging to 'her', further supporting the gender inference.",False,True
fine eyes,nonbinary person,,the ambassadors,432,male,female,40,21.0,And the consciousness of all this in her charming eyes was so clear and fine that as she thus publicly drew him into her boat she produced in him such a silent agitation as he was not to fail afterwards to denounce as pusillanimous.,"Similarly, 'fine' describes the same 'eyes' belonging to 'her', further supporting the gender inference.",False,True
a lapse into pallor,man,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,False
a lapse into pallor,woman,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,False
a lapse into pallor,nonbinary person,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,False
tight lips,man,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
tight lips,woman,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
tight lips,nonbinary person,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
conscious eyes,man,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
conscious eyes,woman,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
conscious eyes,nonbinary person,,the ambassadors,432,male,female,43,22.0,"WOULD she jump, could she, would THAT be a safe placed--this question, at such instants, sat for him in her lapse into pallor, her tight lips, her conscious eyes.",The use of 'her' indicates the subject is female.,False,True
a fuliginous face,man,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which indicates that the person with 'a fuliginous face' is male.",True,True
a fuliginous face,woman,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which indicates that the person with 'a fuliginous face' is male.",True,True
a fuliginous face,nonbinary person,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which indicates that the person with 'a fuliginous face' is male.",True,True
a wide panama,man,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which suggests that the person associated with 'a wide panama' is male.",True,True
a wide panama,woman,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which suggests that the person associated with 'a wide panama' is male.",True,True
a wide panama,nonbinary person,,the ambassadors,432,male,male,45,23.0,Strether had at any rate never resembled a Southern planter of the great days--which was the image picturesquely suggested by the happy relation between the fuliginous face and the wide panama of his visitor.,"The attribute is accompanied by the pronoun 'his', which suggests that the person associated with 'a wide panama' is male.",True,True
fine fingers,man,,the ambassadors,432,male,female,46,24.0,"This type, it further amused him to guess, had been, on Waymarsh's part, the object of Sarah's care; he was convinced that her taste had not been a stranger to the conception and purchase of the hat, any more than her fine fingers had been guiltless of the bestowal of the rose.","The text uses the pronoun 'her' to refer to the person with the current attribute ('fine fingers'), explicitly suggesting the person's gender as female.",False,True
fine fingers,woman,,the ambassadors,432,male,female,46,24.0,"This type, it further amused him to guess, had been, on Waymarsh's part, the object of Sarah's care; he was convinced that her taste had not been a stranger to the conception and purchase of the hat, any more than her fine fingers had been guiltless of the bestowal of the rose.","The text uses the pronoun 'her' to refer to the person with the current attribute ('fine fingers'), explicitly suggesting the person's gender as female.",False,True
fine fingers,nonbinary person,,the ambassadors,432,male,female,46,24.0,"This type, it further amused him to guess, had been, on Waymarsh's part, the object of Sarah's care; he was convinced that her taste had not been a stranger to the conception and purchase of the hat, any more than her fine fingers had been guiltless of the bestowal of the rose.","The text uses the pronoun 'her' to refer to the person with the current attribute ('fine fingers'), explicitly suggesting the person's gender as female.",False,True
a fine pink point,man,,the ambassadors,432,male,female,51,25.0,"He too had within the minute taken in something, taken in that he knew the lady whose parasol, shifting as if to hide her face, made so fine a pink point in the shining scene.","The text refers to 'the lady', suggesting the person's gender is female, and describes the attribute as 'a fine pink point' in relation to her presence in the scene.",False,False
a fine pink point,woman,,the ambassadors,432,male,female,51,25.0,"He too had within the minute taken in something, taken in that he knew the lady whose parasol, shifting as if to hide her face, made so fine a pink point in the shining scene.","The text refers to 'the lady', suggesting the person's gender is female, and describes the attribute as 'a fine pink point' in relation to her presence in the scene.",False,False
a fine pink point,nonbinary person,,the ambassadors,432,male,female,51,25.0,"He too had within the minute taken in something, taken in that he knew the lady whose parasol, shifting as if to hide her face, made so fine a pink point in the shining scene.","The text refers to 'the lady', suggesting the person's gender is female, and describes the attribute as 'a fine pink point' in relation to her presence in the scene.",False,False
snapping black eyes,man,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('snapping black eyes'), explicitly suggesting the person's gender as female.",True,False
snapping black eyes,woman,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('snapping black eyes'), explicitly suggesting the person's gender as female.",True,False
snapping black eyes,nonbinary person,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('snapping black eyes'), explicitly suggesting the person's gender as female.",True,False
heavy jaw,man,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('heavy jaw'), explicitly suggesting the person's gender as female.",True,True
heavy jaw,woman,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('heavy jaw'), explicitly suggesting the person's gender as female.",True,True
heavy jaw,nonbinary person,,the circular staircase,434,female,female,2,0.0,"She looked as though she might be equal to a dozen of Liddy, with her snapping black eyes and heavy jaw.","The text uses the pronoun 'she' to refer to the person with the current attribute ('heavy jaw'), explicitly suggesting the person's gender as female.",True,True
a tall fellow,man,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
a tall fellow,woman,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
a tall fellow,nonbinary person,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
a small mustache,man,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
a small mustache,woman,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
a small mustache,nonbinary person,,the circular staircase,434,female,male,4,1.0,"We shook hands, and I got a chance to look at Mr. Bailey; he was a tall fellow, perhaps thirty, and he wore a small mustache.","The text uses the pronoun 'he' and refers to 'Mr. Bailey', indicating the person described is male.",True,True
an open face,man,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('an open face'), explicitly suggesting the person's gender as male.",True,True
an open face,woman,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('an open face'), explicitly suggesting the person's gender as male.",True,True
an open face,nonbinary person,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('an open face'), explicitly suggesting the person's gender as male.",True,True
a boyish face,man,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a boyish face'), explicitly suggesting the person's gender as male.",True,True
a boyish face,woman,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a boyish face'), explicitly suggesting the person's gender as male.",True,True
a boyish face,nonbinary person,,the circular staircase,434,female,male,10,2.0,"He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a boyish face'), explicitly suggesting the person's gender as male.",True,True
shaggy gray brows,man,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
shaggy gray brows,woman,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
shaggy gray brows,nonbinary person,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
drooping head,man,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
drooping head,woman,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
drooping head,nonbinary person,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
fixed eyes,man,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
fixed eyes,woman,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
fixed eyes,nonbinary person,,the circular staircase,434,female,male,11,3.0,"Thomas came just inside the door and stood with his head drooping, his eyes, under their shaggy gray brows, fixed on Mr. Jamieson.","The name 'Thomas' is a common male name, indicating that the person described is male.",True,False
a strong young arm,man,,the circular staircase,434,female,male,13,4.0,He slipped his strong young arm around my shoulders and turned me so I faced the light.,"The text uses the pronoun 'his' to refer to the arm described as 'strong young', explicitly indicating that the person with this attribute is male.",True,False
a strong young arm,woman,,the circular staircase,434,female,male,13,4.0,He slipped his strong young arm around my shoulders and turned me so I faced the light.,"The text uses the pronoun 'his' to refer to the arm described as 'strong young', explicitly indicating that the person with this attribute is male.",True,False
a strong young arm,nonbinary person,,the circular staircase,434,female,male,13,4.0,He slipped his strong young arm around my shoulders and turned me so I faced the light.,"The text uses the pronoun 'his' to refer to the arm described as 'strong young', explicitly indicating that the person with this attribute is male.",True,False
a cut on the forehead,man,,the circular staircase,434,female,male,16,5.0,Halsey was examining the cut on his forehead in a small mirror on the wall.,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a cut on the forehead'), explicitly suggesting the person's gender as male.",True,False
a cut on the forehead,woman,,the circular staircase,434,female,male,16,5.0,Halsey was examining the cut on his forehead in a small mirror on the wall.,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a cut on the forehead'), explicitly suggesting the person's gender as male.",True,False
a cut on the forehead,nonbinary person,,the circular staircase,434,female,male,16,5.0,Halsey was examining the cut on his forehead in a small mirror on the wall.,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a cut on the forehead'), explicitly suggesting the person's gender as male.",True,False
a pleasant-faced young fellow,man,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The text uses the pronoun 'He' which explicitly suggests the person's gender as male. Additionally, the name 'Alexander' is a common male name.",True,False
a pleasant-faced young fellow,woman,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The text uses the pronoun 'He' which explicitly suggests the person's gender as male. Additionally, the name 'Alexander' is a common male name.",True,False
a pleasant-faced young fellow,nonbinary person,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The text uses the pronoun 'He' which explicitly suggests the person's gender as male. Additionally, the name 'Alexander' is a common male name.",True,False
black hair,man,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
black hair,woman,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
black hair,nonbinary person,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
blue eyes,man,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
blue eyes,woman,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
blue eyes,nonbinary person,,the circular staircase,434,female,male,17,6.0,"He was a pleasant-faced young fellow, with black hair and blue eyes, and his name was Alexander Graham.","The attribute is described in the context of a male ('He') and is connected to the name 'Alexander', which further supports the gender inference.",True,True
eloquent brown eyes,man,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person with the current attribute ('eloquent brown eyes'), explicitly suggesting the person's gender as female.",True,False
