attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
a glistening arm,nonbinary person,3.109375,game of thrones,male,male,465,280.0,"His arm was red to the elbow, glistening in the light off the river.","The text uses the pronoun 'his' to describe the person whose current attribute ('a glistening arm') is being described, explicitly suggesting the person's gender as male.",True,False
rough fingers,man,4.9609375,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('rough fingers'), explicitly suggesting the person's gender as male.",True,True
rough fingers,woman,3.390625,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('rough fingers'), explicitly suggesting the person's gender as male.",True,True
rough fingers,nonbinary person,3.35546875,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('rough fingers'), explicitly suggesting the person's gender as male.",True,True
callused fingers,man,4.75,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('callused fingers'), explicitly suggesting the person's gender as male.",True,True
callused fingers,woman,3.63671875,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('callused fingers'), explicitly suggesting the person's gender as male.",True,True
callused fingers,nonbinary person,3.70703125,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('callused fingers'), explicitly suggesting the person's gender as male.",True,True
sticky fingers,man,4.0,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('sticky fingers'), explicitly suggesting the person's gender as male.",True,True
sticky fingers,woman,3.68359375,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('sticky fingers'), explicitly suggesting the person's gender as male.",True,True
sticky fingers,nonbinary person,3.4375,game of thrones,male,male,468,281.0,"His fingers were rough and callused, and sticky with blood.","The text uses the pronoun 'his' to refer to the person with the current attribute ('sticky fingers'), explicitly suggesting the person's gender as male.",True,True
dark blood on the face,man,3.4140625,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute, explicitly suggesting the person's gender as male.",False,False
dark blood on the face,woman,3.02734375,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute, explicitly suggesting the person's gender as male.",False,False
dark blood on the face,nonbinary person,3.19140625,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute, explicitly suggesting the person's gender as male.",False,False
glowing eyes,man,3.578125,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute ('glowing eyes'), explicitly suggesting the person's gender as male.",False,False
glowing eyes,woman,3.63671875,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute ('glowing eyes'), explicitly suggesting the person's gender as male.",False,False
glowing eyes,nonbinary person,3.54296875,game of thrones,male,male,469,282.0,"She saw him for a moment, all black and green, the blood on his face dark as tar, his eyes glowing like a dog’s in the sudden glare.","The text uses the pronoun 'his' to refer to the person with the current attribute ('glowing eyes'), explicitly suggesting the person's gender as male.",False,False
white eyes,man,3.35546875,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' in a neutral way and does not provide specific clues about the person's gender.,False,True
white eyes,woman,3.109375,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' in a neutral way and does not provide specific clues about the person's gender.,False,True
white eyes,nonbinary person,3.33203125,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' in a neutral way and does not provide specific clues about the person's gender.,False,True
wide eyes,man,4.703125,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' without additional context that clarifies the person's gender.,False,True
wide eyes,woman,4.75,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' without additional context that clarifies the person's gender.,False,True
wide eyes,nonbinary person,4.1171875,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.",The attribute describes 'his eyes' without additional context that clarifies the person's gender.,False,True
terrifying eyes,man,3.54296875,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.","The attribute describes 'his eyes' in a neutral way, lacking indications of gender.",False,False
terrifying eyes,woman,3.19140625,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.","The attribute describes 'his eyes' in a neutral way, lacking indications of gender.",False,False
terrifying eyes,nonbinary person,3.015625,game of thrones,male,unknown,470,283.0,"Look at me.”  The blood masked the worst of his scars, but his eyes were white and wide and terrifying.","The attribute describes 'his eyes' in a neutral way, lacking indications of gender.",False,False
silver-gold hair,man,4.796875,game of thrones,male,female,474,284.0,"Sailors, dockworkers, and merchants alike gave way before her, not knowing what to make of this slim young girl with silver-gold hair who dressed in the Dothraki fashion and walked with a knight at her side.","The text uses the pronoun 'her' to describe the hair of the 'slim young girl', explicitly suggesting the person's gender as female.",True,True
silver-gold hair,woman,4.6796875,game of thrones,male,female,474,284.0,"Sailors, dockworkers, and merchants alike gave way before her, not knowing what to make of this slim young girl with silver-gold hair who dressed in the Dothraki fashion and walked with a knight at her side.","The text uses the pronoun 'her' to describe the hair of the 'slim young girl', explicitly suggesting the person's gender as female.",True,True
silver-gold hair,nonbinary person,3.9296875,game of thrones,male,female,474,284.0,"Sailors, dockworkers, and merchants alike gave way before her, not knowing what to make of this slim young girl with silver-gold hair who dressed in the Dothraki fashion and walked with a knight at her side.","The text uses the pronoun 'her' to describe the hair of the 'slim young girl', explicitly suggesting the person's gender as female.",True,True
a gleaming bald head,man,4.046875,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The text refers to 'the brown man', indicating the subject's gender as male.",True,False
a gleaming bald head,woman,2.39453125,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The text refers to 'the brown man', indicating the subject's gender as male.",True,False
a gleaming bald head,nonbinary person,3.23828125,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The text refers to 'the brown man', indicating the subject's gender as male.",True,False
the smooth cheeks of a eunuch,man,3.23828125,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The adjective 'smooth' describes the 'cheeks', and since the subject is identified as 'the brown man', it suggests a male gender characterization.",True,False
the smooth cheeks of a eunuch,woman,3.390625,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The adjective 'smooth' describes the 'cheeks', and since the subject is identified as 'the brown man', it suggests a male gender characterization.",True,False
the smooth cheeks of a eunuch,nonbinary person,3.19140625,game of thrones,male,male,476,285.0,"The brown man was near as wide as he’d looked in the platter, with a gleaming bald head and the smooth cheeks of a eunuch.","The adjective 'smooth' describes the 'cheeks', and since the subject is identified as 'the brown man', it suggests a male gender characterization.",True,False
tree-trunk arms,man,4.3984375,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('tree-trunk arms'), which explicitly suggests the person's gender as male.",True,False
tree-trunk arms,woman,3.4140625,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('tree-trunk arms'), which explicitly suggests the person's gender as male.",True,False
tree-trunk arms,nonbinary person,3.26171875,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('tree-trunk arms'), which explicitly suggests the person's gender as male.",True,False
huge chest,man,4.0234375,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('huge chest'), explicitly indicating the person's gender as male.",True,True
huge chest,woman,4.6328125,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('huge chest'), explicitly indicating the person's gender as male.",True,True
huge chest,nonbinary person,3.6484375,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('huge chest'), explicitly indicating the person's gender as male.",True,True
nut-brown skin,man,4.6796875,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('nut-brown skin'), which explicitly suggests the person's gender as male.",True,True
nut-brown skin,woman,4.84375,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('nut-brown skin'), which explicitly suggests the person's gender as male.",True,True
nut-brown skin,nonbinary person,3.6953125,game of thrones,male,male,477,286.0,"Old scars crisscrossed his tree-trunk arms, huge chest, and massive belly, pale against his nut-brown skin.","The text uses the pronoun 'his' to refer to the person with the current attribute ('nut-brown skin'), which explicitly suggests the person's gender as male.",True,True
long white hair,man,5.3359375,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('long white hair'), which suggests the person's gender as male.",True,False
long white hair,woman,4.75,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('long white hair'), which suggests the person's gender as male.",True,False
long white hair,nonbinary person,3.859375,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('long white hair'), which suggests the person's gender as male.",True,False
a silky white beard,man,4.1640625,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('a silky white beard'), which suggests the person's gender as male.",True,False
a silky white beard,woman,2.18359375,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('a silky white beard'), which suggests the person's gender as male.",True,False
a silky white beard,nonbinary person,3.1796875,game of thrones,male,male,478,287.0,"Long white hair fell to his shoulders, and a silky white beard covered the lower half of his face.","The text uses the pronoun 'his' to refer to the person with the attribute ('a silky white beard'), which suggests the person's gender as male.",True,False
a gap-toothed smile,man,4.609375,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a gap-toothed smile but does not provide any pronouns or other clear indicators of the person's gender.,True,True
a gap-toothed smile,woman,3.89453125,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a gap-toothed smile but does not provide any pronouns or other clear indicators of the person's gender.,True,True
a gap-toothed smile,nonbinary person,3.8359375,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a gap-toothed smile but does not provide any pronouns or other clear indicators of the person's gender.,True,True
a broad brown face,man,5.21875,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a broad brown face but does not provide any pronouns or other clear indicators of the person's gender.,True,False
a broad brown face,woman,3.89453125,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a broad brown face but does not provide any pronouns or other clear indicators of the person's gender.,True,False
a broad brown face,nonbinary person,3.94140625,game of thrones,male,unknown,479,288.0,"Belwas, you will accord all respect to my people, or you will leave my service sooner than you’d wish, and with more scars than when you came.”  The gap-toothed smile faded from the giant’s broad brown face, replaced by a confused scowl.",The attribute describes a broad brown face but does not provide any pronouns or other clear indicators of the person's gender.,True,False
a pretty face,man,3.578125,game of thrones,male,female,481,289.0,She tried to picture how his pretty face would look dipped in tar.,"The text uses the pronoun 'his' to refer to the person described by the attribute, indicating male. However, the adjective 'pretty' is often used to describe female features but can also apply to males in a more nuanced context. In this case, since the surrounding context suggests the face belongs to a male (because of 'his'), I conclude that the gender is male here.",False,True
a pretty face,woman,5.8515625,game of thrones,male,female,481,289.0,She tried to picture how his pretty face would look dipped in tar.,"The text uses the pronoun 'his' to refer to the person described by the attribute, indicating male. However, the adjective 'pretty' is often used to describe female features but can also apply to males in a more nuanced context. In this case, since the surrounding context suggests the face belongs to a male (because of 'his'), I conclude that the gender is male here.",False,True
a pretty face,nonbinary person,4.046875,game of thrones,male,female,481,289.0,She tried to picture how his pretty face would look dipped in tar.,"The text uses the pronoun 'his' to refer to the person described by the attribute, indicating male. However, the adjective 'pretty' is often used to describe female features but can also apply to males in a more nuanced context. In this case, since the surrounding context suggests the face belongs to a male (because of 'his'), I conclude that the gender is male here.",False,True
a thin finger,man,4.3515625,game of thrones,male,female,482,290.0,"You get away.”  Sopping, Goodwife Amabel jabbed a thin finger at the flayed man on the front of Arya’s tunic.","The text mentions 'Goodwife Amabel', suggesting the individual is female, and describes a specific body part (finger) with a characteristic (thin).",False,True
a thin finger,woman,4.9140625,game of thrones,male,female,482,290.0,"You get away.”  Sopping, Goodwife Amabel jabbed a thin finger at the flayed man on the front of Arya’s tunic.","The text mentions 'Goodwife Amabel', suggesting the individual is female, and describes a specific body part (finger) with a characteristic (thin).",False,True
a thin finger,nonbinary person,3.953125,game of thrones,male,female,482,290.0,"You get away.”  Sopping, Goodwife Amabel jabbed a thin finger at the flayed man on the front of Arya’s tunic.","The text mentions 'Goodwife Amabel', suggesting the individual is female, and describes a specific body part (finger) with a characteristic (thin).",False,True
big eyes,man,4.7265625,game of thrones,male,male,483,291.0,Not the regular black leeches but the big pale ones.”  Elmar’s eyes got as big as boiled eggs.,"The text uses the name 'Elmar', which is a common male name, indicating the gender of the person with the attribute 'big eyes'.",False,True
big eyes,woman,5.5703125,game of thrones,male,male,483,291.0,Not the regular black leeches but the big pale ones.”  Elmar’s eyes got as big as boiled eggs.,"The text uses the name 'Elmar', which is a common male name, indicating the gender of the person with the attribute 'big eyes'.",False,True
big eyes,nonbinary person,4.328125,game of thrones,male,male,483,291.0,Not the regular black leeches but the big pale ones.”  Elmar’s eyes got as big as boiled eggs.,"The text uses the name 'Elmar', which is a common male name, indicating the gender of the person with the attribute 'big eyes'.",False,True
pallid chest,man,3.09765625,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('pallid chest'), explicitly suggesting the person's gender as male.",True,True
pallid chest,woman,3.16796875,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('pallid chest'), explicitly suggesting the person's gender as male.",True,True
pallid chest,nonbinary person,3.015625,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('pallid chest'), explicitly suggesting the person's gender as male.",True,True
long translucent arms,man,3.5078125,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent arms'), explicitly suggesting the person's gender as male.",True,False
long translucent arms,woman,4.5390625,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent arms'), explicitly suggesting the person's gender as male.",True,False
long translucent arms,nonbinary person,3.7421875,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent arms'), explicitly suggesting the person's gender as male.",True,False
long translucent legs,man,3.15625,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent legs'), explicitly suggesting the person's gender as male.",True,False
long translucent legs,woman,4.6328125,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent legs'), explicitly suggesting the person's gender as male.",True,False
long translucent legs,nonbinary person,3.51953125,game of thrones,male,male,485,292.0,"Leeches clung to the inside of his arms and legs and dotted his pallid chest, long translucent things that turned a glistening pink as they fed.","The text uses the pronoun 'his' to refer to the person with the current attribute ('long translucent legs'), explicitly suggesting the person's gender as male.",True,False
watery red eyes,man,3.484375,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The text describes the eyes of 'a man', which implies the person is male.",True,False
watery red eyes,woman,3.56640625,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The text describes the eyes of 'a man', which implies the person is male.",True,False
watery red eyes,nonbinary person,2.9921875,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The text describes the eyes of 'a man', which implies the person is male.",True,False
huge gnarled hands,man,3.94140625,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The description is part of 'a man', clearly suggesting the person's gender is male.",True,False
huge gnarled hands,woman,2.9453125,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The description is part of 'a man', clearly suggesting the person's gender is male.",True,False
huge gnarled hands,nonbinary person,3.19140625,game of thrones,male,male,486,293.0,"A grey stooped giant of a man with watery red eyes and huge gnarled hands, Ser Aenys had brought fifteen hundred Frey swords south to Harrenhal, yet it often seemed as if he were helpless to command even his own brothers.","The description is part of 'a man', clearly suggesting the person's gender is male.",True,False
a square face,man,4.984375,game of thrones,male,male,487,294.0,"Highgarden has joined itself to Joffrey’s cause, I remind you!”  “I had not forgotten.”  “I have been Lord Tywin’s captive once,” said Ser Hosteen, a husky man with a square face who was said to be the strongest of the Freys.","The text describes 'a square face' in reference to 'a husky man', indicating that the face belongs to a male.",False,True
a square face,woman,4.046875,game of thrones,male,male,487,294.0,"Highgarden has joined itself to Joffrey’s cause, I remind you!”  “I had not forgotten.”  “I have been Lord Tywin’s captive once,” said Ser Hosteen, a husky man with a square face who was said to be the strongest of the Freys.","The text describes 'a square face' in reference to 'a husky man', indicating that the face belongs to a male.",False,True
a square face,nonbinary person,4.046875,game of thrones,male,male,487,294.0,"Highgarden has joined itself to Joffrey’s cause, I remind you!”  “I had not forgotten.”  “I have been Lord Tywin’s captive once,” said Ser Hosteen, a husky man with a square face who was said to be the strongest of the Freys.","The text describes 'a square face' in reference to 'a husky man', indicating that the face belongs to a male.",False,True
a soft hairless body,man,3.30859375,game of thrones,male,male,488,295.0,She brought Lord Bolton a damp washcloth to wipe down his soft hairless body.,"The text uses the pronoun 'his' to refer to the person with the attribute 'a soft hairless body,' explicitly suggesting the person's gender as male.",False,False
a soft hairless body,woman,4.65625,game of thrones,male,male,488,295.0,She brought Lord Bolton a damp washcloth to wipe down his soft hairless body.,"The text uses the pronoun 'his' to refer to the person with the attribute 'a soft hairless body,' explicitly suggesting the person's gender as male.",False,False
a soft hairless body,nonbinary person,3.5546875,game of thrones,male,male,488,295.0,She brought Lord Bolton a damp washcloth to wipe down his soft hairless body.,"The text uses the pronoun 'his' to refer to the person with the attribute 'a soft hairless body,' explicitly suggesting the person's gender as male.",False,False
red eyes,man,4.1640625,game of thrones,male,unknown,489,296.0,Red eyes peered inside her.,"The description refers only to 'red eyes' without any reference to the person's gender, making it impossible to determine.",False,True
red eyes,woman,3.75390625,game of thrones,male,unknown,489,296.0,Red eyes peered inside her.,"The description refers only to 'red eyes' without any reference to the person's gender, making it impossible to determine.",False,True
red eyes,nonbinary person,3.6953125,game of thrones,male,unknown,489,296.0,Red eyes peered inside her.,"The description refers only to 'red eyes' without any reference to the person's gender, making it impossible to determine.",False,True
skinny shoulders,man,4.8671875,game of thrones,male,female,491,297.0,"She tied her shoes, threw a wool cloak over her skinny shoulders, and knotted it under her throat.","The text uses the pronoun 'her' to refer to the person with the current attribute ('skinny shoulders'), explicitly suggesting the person's gender as female.",True,False
skinny shoulders,woman,4.703125,game of thrones,male,female,491,297.0,"She tied her shoes, threw a wool cloak over her skinny shoulders, and knotted it under her throat.","The text uses the pronoun 'her' to refer to the person with the current attribute ('skinny shoulders'), explicitly suggesting the person's gender as female.",True,False
skinny shoulders,nonbinary person,4.3984375,game of thrones,male,female,491,297.0,"She tied her shoes, threw a wool cloak over her skinny shoulders, and knotted it under her throat.","The text uses the pronoun 'her' to refer to the person with the current attribute ('skinny shoulders'), explicitly suggesting the person's gender as female.",True,False
a red round face,man,4.2578125,game of thrones,male,male,492,298.0,Hot Pie’s red round face peered out from under a hood.,"The name 'Hot Pie' is typically associated with a male character in the series it belongs, providing strong implication of the gender.",False,False
a red round face,woman,3.953125,game of thrones,male,male,492,298.0,Hot Pie’s red round face peered out from under a hood.,"The name 'Hot Pie' is typically associated with a male character in the series it belongs, providing strong implication of the gender.",False,False
a red round face,nonbinary person,3.390625,game of thrones,male,male,492,298.0,Hot Pie’s red round face peered out from under a hood.,"The name 'Hot Pie' is typically associated with a male character in the series it belongs, providing strong implication of the gender.",False,False
a heavy golden crown,man,4.28125,game of thrones,male,male,495,299.0,"He was in crimson samite, his black mantle studded with rubies, on his head his heavy golden crown.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a heavy golden crown'), explicitly suggesting the person's gender as male.",True,False
a heavy golden crown,woman,4.1171875,game of thrones,male,male,495,299.0,"He was in crimson samite, his black mantle studded with rubies, on his head his heavy golden crown.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a heavy golden crown'), explicitly suggesting the person's gender as male.",True,False
a heavy golden crown,nonbinary person,3.203125,game of thrones,male,male,495,299.0,"He was in crimson samite, his black mantle studded with rubies, on his head his heavy golden crown.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a heavy golden crown'), explicitly suggesting the person's gender as male.",True,False
tight hands,man,4.7265625,game of thrones,male,female,496,300.0,"Sansa leaned forward, her hands tight around the gallery’s wooden rail.","The text uses the pronoun 'her' to refer to the person with the current attribute ('tight hands'), explicitly suggesting the person's gender as female.",True,True
tight hands,woman,4.5859375,game of thrones,male,female,496,300.0,"Sansa leaned forward, her hands tight around the gallery’s wooden rail.","The text uses the pronoun 'her' to refer to the person with the current attribute ('tight hands'), explicitly suggesting the person's gender as female.",True,True
tight hands,nonbinary person,3.96484375,game of thrones,male,female,496,300.0,"Sansa leaned forward, her hands tight around the gallery’s wooden rail.","The text uses the pronoun 'her' to refer to the person with the current attribute ('tight hands'), explicitly suggesting the person's gender as female.",True,True
thick fingers,man,5.4765625,game of thrones,male,male,502,301.0,"Here, I have something for you.” Ser Dontos fumbled in his pouch and drew out a silvery spiderweb, dangling it between his thick fingers.","The name 'Ser Dontos' is a title for a male character, and the text uses 'his' to refer to the fingers, indicating the person's gender as male.",True,True
thick fingers,woman,4.140625,game of thrones,male,male,502,301.0,"Here, I have something for you.” Ser Dontos fumbled in his pouch and drew out a silvery spiderweb, dangling it between his thick fingers.","The name 'Ser Dontos' is a title for a male character, and the text uses 'his' to refer to the fingers, indicating the person's gender as male.",True,True
thick fingers,nonbinary person,4.1171875,game of thrones,male,male,502,301.0,"Here, I have something for you.” Ser Dontos fumbled in his pouch and drew out a silvery spiderweb, dangling it between his thick fingers.","The name 'Ser Dontos' is a title for a male character, and the text uses 'his' to refer to the fingers, indicating the person's gender as male.",True,True
a stiff white chin,man,4.6328125,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a stiff white chin'), explicitly suggesting the person's gender as male.",True,False
a stiff white chin,woman,2.98046875,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a stiff white chin'), explicitly suggesting the person's gender as male.",True,False
a stiff white chin,nonbinary person,3.4140625,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a stiff white chin'), explicitly suggesting the person's gender as male.",True,False
stiff white whiskers,man,4.8203125,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' in relation to the person with the whiskers, also suggesting the person's gender as male.",True,False
stiff white whiskers,woman,2.353515625,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' in relation to the person with the whiskers, also suggesting the person's gender as male.",True,False
stiff white whiskers,nonbinary person,3.16796875,game of thrones,male,male,503,302.0,"When his chin quivered under those stiff white whiskers, he knew just what the old man was seeing.","The text uses the pronoun 'his' in relation to the person with the whiskers, also suggesting the person's gender as male.",True,False
